Date,LogRend_SIP500,LogRend_USD/MXN,Precio_SIP500,Precio_USD/MXN
11/28/2018 0:00,0.022714051,-0.006738294,2743.790039,20.45540047
11/29/2018 0:00,-0.002185495,-0.008927401,2737.800049,20.27359962
11/30/2018 0:00,0.008137548,-0.002409949,2760.169922,20.22480011
12/3/2018 0:00,0.010882002,-0.003174422,2790.370117,20.16069984
12/4/2018 0:00,-0.032900229,0.008566597,2700.060059,20.33415031
12/6/2018 0:00,-0.001523388,0.008523037,2695.949951,20.50819969
12/7/2018 0:00,-0.023596335,-0.008550146,2633.080078,20.33359909
12/10/2018 0:00,0.001760603,-0.002925482,2637.719971,20.27420044
12/11/2018 0:00,-0.00035641,0.002015274,2636.780029,20.31509972
12/12/2018 0:00,0.005404871,-0.006706151,2651.070068,20.17931938
12/13/2018 0:00,-0.00019995,-0.006334332,2650.540039,20.05190086
12/14/2018 0:00,-0.019271212,0.010951166,2599.949951,20.27269936
12/17/2018 0:00,-0.020992285,-0.006562245,2545.939941,20.14010048
12/18/2018 0:00,8.64E-05,-0.003501649,2546.159912,20.06970024
12/19/2018 0:00,-0.015515459,-0.000670896,2506.959961,20.05624008
12/20/2018 0:00,-0.015897809,0.001442862,2467.419922,20.08519936
12/21/2018 0:00,-0.02080312,-0.010865211,2416.620117,19.86815071
12/24/2018 0:00,-0.027486573,0.002644956,2351.100098,19.92077065
12/26/2018 0:00,0.048403178,0.001853565,2467.699951,19.95772934
12/27/2018 0:00,0.008526229,-0.003233557,2488.830078,19.8932991
12/28/2018 0:00,-0.001242354,-0.010658124,2485.73999,19.68239975
12/31/2018 0:00,0.008456626,-0.001883111,2506.850098,19.64537048
1/2/2019 0:00,0.001267693,-0.000869324,2510.030029,19.62829971
1/3/2019 0:00,-0.025068332,-0.001050024,2447.889893,19.60770035
1/4/2019 0:00,0.033759399,-0.000163242,2531.939941,19.60449982
1/7/2019 0:00,0.006985976,-0.011419441,2549.689941,19.38190079
1/8/2019 0:00,0.009648587,-0.000891981,2574.409912,19.36462021
1/9/2019 0:00,0.004089671,-0.001898056,2584.959961,19.32789993
1/10/2019 0:00,0.004508241,-0.006332111,2596.639893,19.20590019
1/11/2019 0:00,-0.000146309,-0.003920511,2596.26001,19.13075066
1/14/2019 0:00,-0.005271395,0.00042593,2582.610107,19.13890076
1/15/2019 0:00,0.010664619,-0.008674393,2610.300049,18.97360039
1/16/2019 0:00,0.002219521,-0.00010968,2616.100098,18.97151947
1/17/2019 0:00,0.007562731,-0.004777473,2635.959961,18.8810997
1/18/2019 0:00,0.013096913,0.006035411,2670.709961,18.99539948
1/22/2019 0:00,-0.014258477,0.007959655,2632.899902,19.14719963
1/23/2019 0:00,0.00220049,0.000271514,2638.699951,19.15239906
1/24/2019 0:00,0.00137478,-0.006805544,2642.330078,19.02249908
1/25/2019 0:00,0.008452868,-0.00048371,2664.76001,19.01329994
1/28/2019 0:00,-0.007877776,-0.001286785,2643.850098,18.98884964
1/29/2019 0:00,-0.001457308,0.002561397,2640,19.03754997
1/30/2019 0:00,0.01542961,0.002796363,2681.050049,19.09086037
1/31/2019 0:00,0.008560649,0.000755027,2704.100098,19.10527992
2/1/2019 0:00,0.000898207,-0.000637741,2706.530029,19.09309959
2/4/2019 0:00,0.006753381,-0.000319523,2724.870117,19.08699989
2/5/2019 0:00,0.00469737,0.000424309,2737.699951,19.0951004
2/6/2019 0:00,-0.002226916,-0.003709376,2731.610107,19.02440071
2/7/2019 0:00,-0.009401193,0.004447466,2706.050049,19.10919952
2/8/2019 0:00,0.000675973,-0.00183425,2707.879883,19.0741806
2/11/2019 0:00,0.000708852,-9.49E-05,2709.800049,19.07237053
2/12/2019 0:00,0.012807853,0.011263194,2744.72998,19.28840065
2/13/2019 0:00,0.003019432,-0.002372115,2753.030029,19.24270058
2/14/2019 0:00,-0.002655163,0.008852319,2745.72998,19.41379929
2/15/2019 0:00,0.010820005,-0.008033719,2775.600098,19.25845909
2/19/2019 0:00,0.001497621,-0.00079263,2779.76001,19.2432003
2/20/2019 0:00,0.001775534,-0.005319915,2784.699951,19.14109993
2/21/2019 0:00,-0.003532669,0.004018342,2774.879883,19.21817017
2/22/2019 0:00,0.006390639,0.002911243,2792.669922,19.27420044
2/25/2019 0:00,0.001231104,-0.007582883,2796.110107,19.12859917
2/26/2019 0:00,-0.00079077,-0.000397331,2793.899902,19.12100029
2/27/2019 0:00,-0.000544197,0.00334207,2792.379883,19.18501091
2/28/2019 0:00,-0.002829508,-0.001070218,2784.48999,19.16448975
3/1/2019 0:00,0.006871657,0.005111464,2803.689941,19.26269913
3/4/2019 0:00,-0.003888107,0.000129804,2792.810059,19.26519966
3/5/2019 0:00,-0.001132173,0.001463804,2789.649902,19.29342079
3/6/2019 0:00,-0.006545474,-0.001868717,2771.449951,19.25740051
3/7/2019 0:00,-0.008158911,0.004755609,2748.929932,19.3491993
3/8/2019 0:00,-0.002133964,0.010467421,2743.070068,19.55279922
3/11/2019 0:00,0.014559536,-0.0035659,2783.300049,19.48320007
3/12/2019 0:00,0.002948966,-0.004729611,2791.52002,19.39126968
3/13/2019 0:00,0.006925547,-0.003143938,2810.919922,19.33040047
3/14/2019 0:00,-0.000868399,-0.002089565,2808.47998,19.29005051
3/15/2019 0:00,0.004972519,0.00044307,2822.47998,19.29859924
3/18/2019 0:00,0.003699097,-0.004945186,2832.939941,19.20339966
3/19/2019 0:00,-0.00013057,-0.007685411,2832.570068,19.05637932
3/20/2019 0:00,-0.002948697,-0.003252496,2824.22998,18.99449921
3/21/2019 0:00,0.010794015,-0.010345756,2854.879883,18.79899979
3/22/2019 0:00,-0.019156827,0.002709269,2800.709961,18.85000038
3/25/2019 0:00,-0.000839373,0.014046729,2798.360107,19.11664963
3/26/2019 0:00,0.007157053,-0.005299958,2818.459961,19.0156002
3/27/2019 0:00,-0.004655143,0.003805421,2805.370117,19.08810043
3/28/2019 0:00,0.003583055,0.01434278,2815.439941,19.36384964
3/29/2019 0:00,0.006711706,-0.000958376,2834.399902,19.34530067
4/1/2019 0:00,0.011502196,-0.000822324,2867.189941,19.32939911
4/2/2019 0:00,1.75E-05,-0.008838977,2867.23999,19.15929985
4/3/2019 0:00,0.002146072,0.002960276,2873.399902,19.21610069
4/4/2019 0:00,0.002082465,8.17E-05,2879.389893,19.21767044
4/5/2019 0:00,0.004625718,-0.003694639,2892.73999,19.14679909
4/8/2019 0:00,0.001046912,-0.004475436,2895.77002,19.06130028
4/9/2019 0:00,-0.006085976,-0.004068861,2878.199951,18.98390007
4/10/2019 0:00,0.003471838,-0.003698369,2888.209961,18.91382027
4/11/2019 0:00,3.81E-05,-0.005695633,2888.320068,18.8064003
4/12/2019 0:00,0.006587578,0.000558162,2907.409912,18.81690025
4/15/2019 0:00,-0.000629567,-0.003157489,2905.580078,18.7575798
4/16/2019 0:00,0.000509228,0.005408267,2907.060059,18.85930061
4/17/2019 0:00,-0.002276401,0.000344611,2900.449951,18.86580086
4/18/2019 0:00,0.001577847,-0.003387555,2905.030029,18.80200005
4/22/2019 0:00,0.001011506,-0.001825932,2907.969971,18.7677002
4/23/2019 0:00,0.008802351,0.003106855,2933.679932,18.8260994
4/24/2019 0:00,-0.002194169,0.00409765,2927.25,18.90340042
4/25/2019 0:00,-0.000369042,0.008685461,2926.169922,19.06830025
4/26/2019 0:00,0.00467435,-0.002395317,2939.879883,19.02268028
4/29/2019 0:00,0.001070949,-0.004957944,2943.030029,18.92860031
4/30/2019 0:00,0.000950965,0.003680729,2945.830078,18.99839973
5/1/2019 0:00,-0.007530446,-0.003176324,2923.72998,18.93815041
5/2/2019 0:00,-0.002126245,0.002349629,2917.52002,18.98270035
5/3/2019 0:00,0.009592127,0.006851099,2945.639893,19.11319923
5/6/2019 0:00,-0.004481013,-0.00289747,2932.469971,19.05789948
5/7/2019 0:00,-0.016649488,-0.003432284,2884.050049,18.99259949
5/8/2019 0:00,-0.001606715,0.002489469,2879.419922,19.03993988
5/9/2019 0:00,-0.003025999,0.001614238,2870.719971,19.07069969
5/10/2019 0:00,0.003713394,0.008085411,2881.399902,19.22551918
5/13/2019 0:00,-0.024426469,-0.00535195,2811.870117,19.12290001
5/14/2019 0:00,0.007983988,0.004372574,2834.409912,19.20669937
5/15/2019 0:00,0.005821994,-0.003301125,2850.959961,19.14340019
5/16/2019 0:00,0.008855957,-0.00432412,2876.320068,19.06080055
5/17/2019 0:00,-0.005854437,0.002012513,2859.530029,19.0991993
5/20/2019 0:00,-0.006772258,0.001642734,2840.22998,19.13059998
5/21/2019 0:00,0.008459949,-0.004416242,2864.360107,19.04630089
5/23/2019 0:00,-0.014814085,-0.003339622,2822.23999,18.98279953
5/24/2019 0:00,0.001352644,0.002525431,2826.060059,19.03079987
5/28/2019 0:00,-0.00841095,0.001165831,2802.389893,19.0529995
5/29/2019 0:00,-0.00693591,0.006810894,2783.02002,19.18321037
5/30/2019 0:00,0.002096273,-0.002491187,2788.860107,19.13548088
5/31/2019 0:00,-0.013283205,0.020153478,2752.060059,19.52503967
6/3/2019 0:00,-0.002769071,0.00458663,2744.449951,19.6147995
6/4/2019 0:00,0.021205927,0.009564758,2803.27002,19.80331039
6/5/2019 0:00,0.008128727,-0.012012274,2826.149902,19.56685066
6/6/2019 0:00,0.006116841,0.009278212,2843.48999,19.74924088
6/7/2019 0:00,0.010442979,-0.003802846,2873.340088,19.67428017
6/10/2019 0:00,0.00464922,-0.020290578,2886.72998,19.27910042
6/11/2019 0:00,-0.000349941,-0.003880171,2885.719971,19.20443916
6/12/2019 0:00,-0.002039658,-0.005133799,2879.840088,19.10610008
6/13/2019 0:00,0.004089011,0.002806652,2891.639893,19.15979958
6/14/2019 0:00,-0.001612812,0.001111151,2886.97998,19.18110085
6/17/2019 0:00,0.000931315,-0.002594543,2889.669922,19.13139915
6/18/2019 0:00,0.00967049,0.001817424,2917.75,19.16620064
6/19/2019 0:00,0.002980717,-0.002264866,2926.459961,19.12284088
6/20/2019 0:00,0.009427605,-0.006055074,2954.179932,19.00740051
6/21/2019 0:00,-0.001260016,-0.000973847,2950.459961,18.98889923
6/24/2019 0:00,-0.001733388,0.005785064,2945.350098,19.0990696
6/25/2019 0:00,-0.009541776,0.005005024,2917.379883,19.19490051
6/26/2019 0:00,-0.001234696,0.001202716,2913.780029,19.21800041
6/27/2019 0:00,0.003815886,-0.004239421,2924.919922,19.13669968
6/28/2019 0:00,0.005740942,0.001887257,2941.76001,19.17284966
7/1/2019 0:00,0.007643019,-0.001871609,2964.330078,19.13699913
7/2/2019 0:00,0.002923847,-0.001940526,2973.01001,19.09989929
7/3/2019 0:00,0.007643096,-0.002930938,2995.820068,19.04400063
7/5/2019 0:00,-0.001807534,-0.002111087,2990.409912,19.00383949
7/8/2019 0:00,-0.004847173,-0.000470528,2975.949951,18.99489975
7/9/2019 0:00,0.001235793,-0.003248735,2979.629883,18.93329048
7/10/2019 0:00,0.004500547,0.011926982,2993.070068,19.16045952
7/11/2019 0:00,0.00228262,-0.001669387,2999.909912,19.12849998
7/12/2019 0:00,0.004609534,-0.003205101,3013.77002,19.06728935
7/15/2019 0:00,0.000175854,-0.004188618,3014.300049,18.98759079
7/16/2019 0:00,-0.003409585,-0.001137768,3004.040039,18.9659996
